0;0;0;0;0;0;-0,02006946;-0,01155413;-0,01049643;-0,03775005;-0,02326182;-0,02345675;-0,05937461;-0,04602484;-0,03190181;-0,08542871;-0,06632551;-0,03904636;-0,09599609;-0,007316515;-0,02355067;-0,1331231;-0,0145158;-0,02642285;-0,1556865;-0,0234437;-0,02778485;-0,09564672;-0,002543082;-0,001725912;-0,1353193;-0,01859643;0,001603835;-0,1556743;-0,03709301;0,003196795;-0,08869393;-0,006529286;0,0174653;-0,1223115;-0,0256284;0,02254311;-0,1373108;-0,04756238;0,02278757;-0,03407349;-0,009419797;0,0229986;-0,07789569;-0,01369122;0,03505389;-0,1029926;-0,03072451;0,0399291;-0,1135201;-0,0480928;0,04018014;-0,1023754;-0,08293961;-0,04560274;-0,1768869;-0,03063803;-0,02758054;-0,1740993;-0,05388508;0,004979139;-0,1473692;-0,06965156;0,02048286;-0,1234257;-0,06738042;0,03671661;
0;0;0;0;0;0;-0,02006943;-0,01155409;-0,01049653;-0,03775191;-0,02326637;-0,02344999;-0,05933766;-0,04607599;-0,03186845;-0,08535814;-0,06643008;-0,03898299;-0,09599622;-0,007316465;-0,0235506;-0,133132;-0,01452116;-0,02629357;-0,1556568;-0,02355777;-0,0275726;-0,09564652;-0,002543201;-0,001725825;-0,1353465;-0,01852217;0,001637231;-0,155508;-0,03723057;0,003217826;-0,0886939;-0,006529271;0,01746534;-0,122347;-0,02556812;0,02253128;-0,1372032;-0,04760019;0,02270858;-0,03407368;-0,009419768;0,02299862;-0,07789595;-0,01369114;0,03505408;-0,1030152;-0,0306938;0,03991848;-0,1135636;-0,04804959;0,04016901;-0,10229;-0,08308087;-0,04548506;-0,1768136;-0,03087652;-0,02729064;-0,1737012;-0,05427616;0,004973239;-0,1470807;-0,06976348;0,02033406;-0,1234872;-0,06732786;0,03670414;
0;0;0;0;0;0;-0,0200694;-0,01155412;-0,01049655;-0,03772417;-0,02319771;-0,02354945;-0,05925471;-0,04600581;-0,03211179;-0,08522071;-0,06636707;-0,03940349;-0,09599604;-0,007316488;-0,02355068;-0,1328896;-0,01581096;-0,02583398;-0,1545056;-0,02688056;-0,02676653;-0,09564646;-0,002543226;-0,001725967;-0,1352896;-0,01866229;0,001640024;-0,1543087;-0,0385422;0,003070305;-0,08869369;-0,006529356;0,01746528;-0,1223942;-0,02551141;0,02243038;-0,136735;-0,04788292;0,02236751;-0,03407364;-0,009419825;0,02299868;-0,07789598;-0,01369122;0,0350542;-0,1030069;-0,03073799;0,03980561;-0,1134556;-0,04815502;0,03994499;-0,1021606;-0,08301373;-0,04589509;-0,1746662;-0,03659911;-0,02616639;-0,171107;-0,05698478;0,004596975;-0,1459049;-0,07031873;0,01972924;-0,1231752;-0,06750725;0,03631784;
0;0;0;0;0;0;-0,02006921;-0,01155413;-0,01049659;-0,03769784;-0,02313255;-0,02364283;-0,05917957;-0,04593492;-0,03234196;-0,08509615;-0,06629793;-0,03980153;-0,09599614;-0,007316433;-0,02355068;-0,1325948;-0,01709705;-0,0253804;-0,1531595;-0,03003576;-0,02597824;-0,09564646;-0,002543219;-0,001725924;-0,1352366;-0,01879144;0,00164247;-0,1532402;-0,03960387;0,002942485;-0,0886936;-0,00652928;0,01746507;-0,1224361;-0,02546131;0,02233564;-0,1363391;-0,04810608;0,02207029;-0,03407343;-0,009419884;0,02299851;-0,07789572;-0,01369116;0,03505397;-0,1029999;-0,03077753;0,03969987;-0,1133633;-0,04824618;0,03974117;-0,1020449;-0,08293785;-0,04628799;-0,1720922;-0,04195161;-0,02506823;-0,168761;-0,05914869;0,004264123;-0,1449047;-0,07075268;0,01921126;-0,1229061;-0,06765921;0,03597311;
0;0;0;0;0;0;-0,02006939;-0,01155413;-0,01049651;-0,03767548;-0,02307795;-0,0237203;-0,05904023;-0,04595808;-0,03250318;-0,08484629;-0,06641681;-0,04008406;-0,09599613;-0,007316488;-0,02355072;-0,1326552;-0,0168933;-0,02524574;-0,1531555;-0,02993733;-0,02576132;-0,09564675;-0,002543083;-0,001725934;-0,1352447;-0,01876616;0,001672292;-0,1528947;-0,03988138;0,002937919;-0,08869366;-0,006529366;0,01746514;-0,1224533;-0,02543333;0,02232616;-0,1361031;-0,04823013;0,02196519;-0,03407371;-0,00941983;0,02299874;-0,07789569;-0,01369124;0,03505394;-0,1029809;-0,03081166;0,03967785;-0,1132771;-0,04831984;0,03967265;-0,101721;-0,08311574;-0,04661068;-0,1719152;-0,04211779;-0,02477581;-0,1678724;-0,05985054;0,004174156;-0,1443104;-0,07099424;0,01899043;-0,1227169;-0,06777077;0,03584068;
0;0;0;0;0;0;-0,02006935;-0,01155413;-0,01049657;-0,03765459;-0,02302693;-0,02379212;-0,05891674;-0,04597174;-0,03265537;-0,08462445;-0,06651057;-0,04035228;-0,09599624;-0,007316408;-0,02355059;-0,132692;-0,01677504;-0,02511194;-0,1530998;-0,02996626;-0,02554525;-0,09564653;-0,002543212;-0,001725837;-0,1352507;-0,01874539;0,001699785;-0,152587;-0,04012074;0,002935436;-0,08869363;-0,006529317;0,01746521;-0,1224692;-0,02540764;0,02231528;-0,1359025;-0,04833122;0,02187167;-0,03407371;-0,009419846;0,02299873;-0,07789567;-0,01369122;0,03505396;-0,1029636;-0,03084295;0,03965528;-0,1132027;-0,04838467;0,03960933;-0,1014344;-0,08325857;-0,04692054;-0,1716684;-0,04242933;-0,02448462;-0,1670847;-0,06044573;0,004097035;-0,1438016;-0,07119101;0,01879724;-0,1225536;-0,06786734;0,03572161;
0;0;0;0;0;0;-0,02006936;-0,01155414;-0,0104966;-0,03762639;-0,0229576;-0,02388911;-0,05878223;-0,04595273;-0,03287469;-0,08437797;-0,06655334;-0,04077704;-0,09599609;-0,007316533;-0,02355077;-0,1327808;-0,01641894;-0,02513501;-0,1533584;-0,02934285;-0,02559016;-0,09564663;-0,002543128;-0,001726;-0,1352477;-0,01874892;0,001716139;-0,1524309;-0,0402483;0,002938935;-0,08869392;-0,006529327;0,01746524;-0,1224687;-0,02540642;0,0223239;-0,1356911;-0,048451;0,02181218;-0,03407338;-0,009419861;0,02299849;-0,07789562;-0,01369116;0,0350541;-0,1029839;-0,03080952;0,03966864;-0,1131874;-0,04837187;0,03959351;-0,1011116;-0,08333527;-0,04745246;-0,172054;-0,04161694;-0,02455016;-0,1666142;-0,06079677;0,004046152;-0,1432618;-0,0714083;0,01864007;-0,122477;-0,06787523;0,035662;
0;0;0;0;0;0;-0,02006945;-0,01155407;-0,01049656;-0,03759933;-0,02289204;-0,02397968;-0,05865884;-0,04593021;-0,03308123;-0,08415077;-0,06658334;-0,04117885;-0,09599607;-0,007316498;-0,0235507;-0,1328436;-0,01616016;-0,02514003;-0,1535139;-0,02893537;-0,02560284;-0,0956465;-0,002543141;-0,001725946;-0,1352447;-0,01875298;0,001732054;-0,1522521;-0,04039255;0,002938583;-0,08869374;-0,006529362;0,01746534;-0,1224688;-0,02540495;0,02232977;-0,1354973;-0,04855822;0,02175421;-0,03407355;-0,009419831;0,02299849;-0,07789584;-0,01369114;0,03505416;-0,1030019;-0,03078076;0,03967804;-0,1131737;-0,04836119;0,0395759;-0,1008144;-0,08339363;-0,04795767;-0,1722599;-0,04113291;-0,02457015;-0,1661145;-0,06116198;0,003991997;-0,142769;-0,07159943;0,01849327;-0,1224084;-0,0678826;0,0356053;
0;0;0;0;0;0;-0,02006923;-0,01155407;-0,01049653;-0,03757418;-0,02283053;-0,02406398;-0,05854439;-0,04590677;-0,03327408;-0,08394004;-0,0666059;-0,04155576;-0,09599635;-0,007316449;-0,02355051;-0,1328916;-0,01595996;-0,02513297;-0,1536091;-0,02865832;-0,02559397;-0,09564663;-0,002543209;-0,001725858;-0,1352414;-0,01875768;0,001747225;-0,1520592;-0,04054601;0,002935431;-0,08869395;-0,006529293;0,01746521;-0,1224691;-0,02540331;0,02233306;-0,1353158;-0,04865643;0,02169748;-0,03407361;-0,009419872;0,02299847;-0,07789574;-0,01369116;0,03505394;-0,103018;-0,03075543;0,03968434;-0,1131618;-0,04835193;0,03955736;-0,1005378;-0,08344086;-0,04843285;-0,17236;-0,0408479;-0,02456041;-0,1655967;-0,061531;0,00393562;-0,14231;-0,0717717;0,01835396;-0,1223477;-0,06788906;0,03555137;
0;0;0;0;0;0;-0,02006953;-0,01155409;-0,01049647;-0,0375504;-0,02277263;-0,0241423;-0,05843674;-0,04588388;-0,03345453;-0,08374105;-0,06662448;-0,04190972;-0,0959965;-0,00731647;-0,02355071;-0,1329299;-0,01579729;-0,02511735;-0,1536666;-0,02846439;-0,02557023;-0,09564658;-0,002543209;-0,001725892;-0,1352384;-0,01876258;0,001761969;-0,1518567;-0,04070442;0,002930231;-0,08869377;-0,006529364;0,01746532;-0,12247;-0,02540135;0,02233481;-0,135142;-0,0487483;0,021641;-0,03407377;-0,009419827;0,02299857;-0,07789575;-0,01369116;0,03505401;-0,1030327;-0,03073266;0,03968854;-0,1131511;-0,04834358;0,03953828;-0,1002779;-0,08348164;-0,0488797;-0,1723944;-0,04068947;-0,02452952;-0,1650678;-0,0618987;0,003878097;-0,141874;-0,07192992;0,01821939;-0,1222933;-0,06789456;0,03550011;
